name_en, category, name_jp, name_jp_phonetic, dex_num, photo_link, type_1, type_2, ability_1, ability_2, ability_3, hp, attack, defense, special attack, special defense, speed, 
Cosmoem, Protostar Pokémon, コスモウム, Cosmovum, #0790, https://archives.bulbagarden.net/wiki/Category:Cosmoem, Psychic, None, Sturdy, None, None, 43, 29, 131, 29, 131, 37, 
Solgaleo, Sunne Pokémon, ソルガレオ, Solgaleo, #0791, https://archives.bulbagarden.net/wiki/Category:Solgaleo, Psychic, Steel, Full Metal Body, None, None, 137, 137, 107, 113, 89, 97, 
Lunala, Moone Pokémon, ルナアーラ, Lunala, #0792, https://archives.bulbagarden.net/wiki/Category:Lunala, Psychic, Ghost, Shadow Shield, None, None, 137, 113, 89, 137, 107, 97, 
Nihilego, Parasite Pokémon, ウツロイド, Uturoid, #0793, https://archives.bulbagarden.net/wiki/Category:Nihilego, Rock, Poison, Beast Boost, None, None, 109, 53, 47, 127, 131, 103, 
Buzzwole, Swollen Pokémon, マッシブーン, Massivoon, #0794, https://archives.bulbagarden.net/wiki/Category:Buzzwole, Bug, Fighting, Beast Boost, None, None, 107, 139, 139, 53, 53, 79, 
Pheromosa, Lissome Pokémon, フェローチェ, Pheroache, #0795, https://archives.bulbagarden.net/wiki/Category:Pheromosa, Bug, Fighting, Beast Boost, None, None, 71, 137, 37, 137, 37, 151, 
Xurkitree, Glowing Pokémon, デンジュモク, Denjyumoku, #0796, https://archives.bulbagarden.net/wiki/Category:Xurkitree, Electric, None, Beast Boost, None, None, 83, 89, 71, 173, 71, 83, 
Celesteela, Launch Pokémon, テッカグヤ, Tekkaguya, #0797, https://archives.bulbagarden.net/wiki/Category:Celesteela, Steel, Flying, Beast Boost, None, None, 97, 101, 103, 107, 101, 61, 
Kartana, Drawn Sword Pokémon, カミツルギ, Kamiturugi, #0798, https://archives.bulbagarden.net/wiki/Category:Kartana, Grass, Steel, Beast Boost, None, None, 59, 181, 131, 59, 31, 109, 
Guzzlord, Junkivore Pokémon, アクジキング, Akuziking, #0799, https://archives.bulbagarden.net/wiki/Category:Guzzlord, Dark, Dragon, Beast Boost, None, None, 223, 101, 53, 97, 53, 43, 
Necrozma, Prism Pokémon, ネクロズマ, Necrozma, #0800, https://archives.bulbagarden.net/wiki/Category:Necrozma, Psychic, None, Prism Armor, None, None, 97, 107, 101, 127, 89, 79, 
Magearna, Artificial Pokémon, マギアナ, Magearna, #0801, https://archives.bulbagarden.net/wiki/Category:Magearna, Steel, Fairy, Soul-Heart, None, None, 80, 95, 115, 130, 115, 65, 
Marshadow, Gloomdweller Pokémon, マーシャドー, Marshadow, #0802, https://archives.bulbagarden.net/wiki/Category:Marshadow, Fighting, Ghost, Technician, None, None, 90, 125, 80, 90, 90, 125, 
Poipole, Poison Pin Pokémon, ベベノム, Bevenom, #0803, https://archives.bulbagarden.net/wiki/Category:Poipole, Poison, None, Beast Boost, None, None, 67, 73, 67, 73, 67, 73, 
Naganadel, Poison Pin Pokémon, アーゴヨン, Agoyon, #0804, https://archives.bulbagarden.net/wiki/Category:Naganadel, Poison, Dragon, Beast Boost, None, None, 73, 73, 73, 127, 73, 121, 
Stakataka, Rampart Pokémon, ツンデツンデ, Tundetunde, #0805, https://archives.bulbagarden.net/wiki/Category:Stakataka, Rock, Steel, Beast Boost, None, None, 61, 131, 211, 53, 101, 13, 
Blacephalon, Fireworks Pokémon, ズガドーン, Zugadoon, #0806, https://archives.bulbagarden.net/wiki/Category:Blacephalon, Fire, Ghost, Beast Boost, None, None, 53, 127, 53, 151, 79, 107, 
Zeraora, Thunderclap Pokémon, ゼラオラ, Zeraora, #0807, https://archives.bulbagarden.net/wiki/Category:Zeraora, Electric, None, Volt Absorb, None, None, 88, 112, 75, 102, 80, 143, 
Meltan, Hex Nut Pokémon, メルタン, Meltan, #0808, https://archives.bulbagarden.net/wiki/Category:Meltan, Steel, None, Magnet Pull, None, None, 46, 65, 65, 55, 35, 34, 
Melmetal, Hex Nut Pokémon, メルメタル, Melmetal, #0809, https://archives.bulbagarden.net/wiki/Category:Melmetal, Steel, None, Iron Fist, None, None, 135, 143, 143, 80, 65, 34, 
Grookey, Chimp Pokémon, サルノリ, Sarunori, #0810, https://archives.bulbagarden.net/wiki/Category:Grookey, Grass, None, Overgrow, None, Grassy Surge, 50, 65, 50, 40, 40, 65, 
Thwackey, Beat Pokémon, バチンキー, Bachinkey, #0811, https://archives.bulbagarden.net/wiki/Category:Thwackey, Grass, None, Overgrow, None, Grassy Surge, 70, 85, 70, 55, 60, 80, 
Rillaboom, Drummer Pokémon, ゴリランダー, Gorirander, #0812, https://archives.bulbagarden.net/wiki/Category:Rillaboom, Grass, None, Overgrow, None, Grassy Surge, 100, 125, 90, 60, 70, 85, 
Scorbunny, Rabbit Pokémon, ヒバニー, Hibanny, #0813, https://archives.bulbagarden.net/wiki/Category:Scorbunny, Fire, None, Blaze, None, Libero, 50, 71, 40, 40, 40, 69, 
Raboot, Rabbit Pokémon, ラビフット, Rabbifuto, #0814, https://archives.bulbagarden.net/wiki/Category:Raboot, Fire, None, Blaze, None, Libero, 65, 86, 60, 55, 60, 94, 
Cinderace, Striker Pokémon, エースバーン, Aceburn, #0815, https://archives.bulbagarden.net/wiki/Category:Cinderace, Fire, None, Blaze, None, Libero, 80, 116, 75, 65, 75, 119, 
Sobble, Water Lizard Pokémon, メッソン, Messon, #0816, https://archives.bulbagarden.net/wiki/Category:Sobble, Water, None, Torrent, None, Sniper, 50, 40, 40, 70, 40, 70, 
Drizzile, Water Lizard Pokémon, ジメレオン, Jimereon, #0817, https://archives.bulbagarden.net/wiki/Category:Drizzile, Water, None, Torrent, None, Sniper, 65, 60, 55, 95, 55, 90, 
Inteleon, Secret Agent Pokémon, インテレオン, Intereon, #0818, https://archives.bulbagarden.net/wiki/Category:Inteleon, Water, None, Torrent, None, Sniper, 70, 85, 65, 125, 65, 120, 
Skwovet, Cheeky Pokémon, ホシガリス, Hoshigarisu, #0819, https://archives.bulbagarden.net/wiki/Category:Skwovet, Normal, None, Cheek Pouch, None, Gluttony, 70, 55, 55, 35, 35, 25, 
Greedent, Greedy Pokémon, ヨクバリス, Yokubarisu, #0820, https://archives.bulbagarden.net/wiki/Category:Greedent, Normal, None, Cheek Pouch, None, Gluttony, 120, 95, 95, 55, 75, 20, 
Rookidee, Tiny Bird Pokémon, ココガラ, Kokogara, #0821, https://archives.bulbagarden.net/wiki/Category:Rookidee, Flying, None, Keen Eye, Unnerve, Big Pecks, 38, 47, 35, 33, 35, 57, 
Corvisquire, Raven Pokémon, アオガラス, Aogarasu, #0822, https://archives.bulbagarden.net/wiki/Category:Corvisquire, Flying, None, Keen Eye, Unnerve, Big Pecks, 68, 67, 55, 43, 55, 77, 
Corviknight, Raven Pokémon, アーマーガア, Armorga, #0823, https://archives.bulbagarden.net/wiki/Category:Corviknight, Flying, Steel, Pressure, Unnerve, Mirror Armor, 98, 87, 105, 53, 85, 67, 
Blipbug, Larva Pokémon, サッチムシ, Sacchimushi, #0824, https://archives.bulbagarden.net/wiki/Category:Blipbug, Bug, None, Swarm, Compound Eyes, Telepathy, 25, 20, 20, 25, 45, 45, 
Dottler, Radome Pokémon, レドームシ, Redomushi, #0825, https://archives.bulbagarden.net/wiki/Category:Dottler, Bug, Psychic, Swarm, Compound Eyes, Telepathy, 50, 35, 80, 50, 90, 30, 
Orbeetle, Seven Spot Pokémon, イオルブ, Eolb, #0826, https://archives.bulbagarden.net/wiki/Category:Orbeetle, Bug, Psychic, Swarm, Frisk, Telepathy, 60, 45, 110, 80, 120, 90, 
Nickit, Fox Pokémon, クスネ, Kusune, #0827, https://archives.bulbagarden.net/wiki/Category:Nickit, Dark, None, Run Away, Unburden, Stakeout, 40, 28, 28, 47, 52, 50, 
Thievul, Fox Pokémon, フォクスライ, Foxly, #0828, https://archives.bulbagarden.net/wiki/Category:Thievul, Dark, None, Run Away, Unburden, Stakeout, 70, 58, 58, 87, 92, 90, 
Gossifleur, Flowering Pokémon, ヒメンカ, Himenka, #0829, https://archives.bulbagarden.net/wiki/Category:Gossifleur, Grass, None, Cotton Down, Regenerator, Effect Spore, 40, 40, 60, 40, 60, 10, 
Eldegoss, Cotton Bloom Pokémon, ワタシラガ, Watashiraga, #0830, https://archives.bulbagarden.net/wiki/Category:Eldegoss, Grass, None, Cotton Down, Regenerator, Effect Spore, 60, 50, 90, 80, 120, 60, 
Wooloo, Sheep Pokémon, ウールー, Wooluu, #0831, https://archives.bulbagarden.net/wiki/Category:Wooloo, Normal, None, Fluffy, Run Away, Bulletproof, 42, 40, 55, 40, 45, 48, 
Dubwool, Sheep Pokémon, バイウールー, Baiwooluu, #0832, https://archives.bulbagarden.net/wiki/Category:Dubwool, Normal, None, Fluffy, Steadfast, Bulletproof, 72, 80, 100, 60, 90, 88, 
Chewtle, Snapping Pokémon, カムカメ, Kamukame, #0833, https://archives.bulbagarden.net/wiki/Category:Chewtle, Water, None, Strong Jaw, Shell Armor, Swift Swim, 50, 64, 50, 38, 38, 44, 
Drednaw, Bite Pokémon, カジリガメ, Kajirigame, #0834, https://archives.bulbagarden.net/wiki/Category:Drednaw, Water, Rock, Strong Jaw, Shell Armor, Swift Swim, 90, 115, 90, 48, 68, 74, 
Yamper, Puppy Pokémon, ワンパチ, Wanpachi, #0835, https://archives.bulbagarden.net/wiki/Category:Yamper, Electric, None, Ball Fetch, None, Rattled, 59, 45, 50, 40, 50, 26, 
Boltund, Dog Pokémon, パルスワン, Pulsewan, #0836, https://archives.bulbagarden.net/wiki/Category:Boltund, Electric, None, Strong Jaw, None, Competitive, 69, 90, 60, 90, 60, 121, 
Rolycoly, Coal Pokémon, タンドン, Tandon, #0837, https://archives.bulbagarden.net/wiki/Category:Rolycoly, Rock, None, Steam Engine, Heatproof, Flash Fire, 30, 40, 50, 40, 50, 30, 
Carkol, Coal Pokémon, トロッゴン, Toroggon, #0838, https://archives.bulbagarden.net/wiki/Category:Carkol, Rock, Fire, Steam Engine, Flame Body, Flash Fire, 80, 60, 90, 60, 70, 50, 
Coalossal, Coal Pokémon, セキタンザン, Sekitanzan, #0839, https://archives.bulbagarden.net/wiki/Category:Coalossal, Rock, Fire, Steam Engine, Flame Body, Flash Fire, 110, 80, 120, 80, 90, 30, 
Applin, Apple Core Pokémon, カジッチュ, Kajicchu, #0840, https://archives.bulbagarden.net/wiki/Category:Applin, Grass, Dragon, Ripen, Gluttony, Bulletproof, 40, 40, 80, 40, 40, 20, 
Flapple, Apple Wing Pokémon, アップリュー, Appryu, #0841, https://archives.bulbagarden.net/wiki/Category:Flapple, Grass, Dragon, Ripen, Gluttony, Hustle, 70, 110, 80, 95, 60, 70, 
Appletun, Apple Nectar Pokémon, タルップル, Tarupple, #0842, https://archives.bulbagarden.net/wiki/Category:Appletun, Grass, Dragon, Ripen, Gluttony, Thick Fat, 110, 85, 80, 100, 80, 30, 
Silicobra, Sand Snake Pokémon, スナヘビ, Sunahebi, #0843, https://archives.bulbagarden.net/wiki/Category:Silicobra, Ground, None, Sand Spit, Shed Skin, Sand Veil, 52, 57, 75, 35, 50, 46, 
Sandaconda, Sand Snake Pokémon, サダイジャ, Sadaija, #0844, https://archives.bulbagarden.net/wiki/Category:Sandaconda, Ground, None, Sand Spit, Shed Skin, Sand Veil, 72, 107, 125, 65, 70, 71, 
Cramorant, Gulp Pokémon, ウッウ, Uu, #0845, https://archives.bulbagarden.net/wiki/Category:Cramorant, Flying, Water, Gulp Missile, None, None, 70, 85, 55, 85, 95, 85, 
Arrokuda, Rush Pokémon, サシカマス, Sasikamasu, #0846, https://archives.bulbagarden.net/wiki/Category:Arrokuda, Water, None, Swift Swim, None, Propeller Tail, 41, 63, 40, 40, 30, 66, 
Barraskewda, Skewer Pokémon, カマスジョー, Kamasujaw, #0847, https://archives.bulbagarden.net/wiki/Category:Barraskewda, Water, None, Swift Swim, None, Propeller Tail, 61, 123, 60, 60, 50, 136, 
Toxel, Baby Pokémon, エレズン, Eleson, #0848, https://archives.bulbagarden.net/wiki/Category:Toxel, Electric, Poison, Rattled, Static, Klutz, 40, 38, 35, 54, 35, 40, 
Toxtricity, Punk Pokémon, ストリンダー, Strinder, #0849, https://archives.bulbagarden.net/wiki/Category:Toxtricity, Electric, Poison, Punk Rock, Plus, Technician, 75, 98, 70, 114, 70, 75, 
Sizzlipede, Radiator Pokémon, ヤクデ, Yakude, #0850, https://archives.bulbagarden.net/wiki/Category:Sizzlipede, Fire, Bug, Flash Fire, White Smoke, Flame Body, 50, 65, 45, 50, 50, 45, 
Centiskorch, Radiator Pokémon, マルヤクデ, Maruyakude, #0851, https://archives.bulbagarden.net/wiki/Category:Centiskorch, Fire, Bug, Flash Fire, White Smoke, Flame Body, 100, 115, 65, 90, 90, 65, 
Clobbopus, Tantrum Pokémon, タタッコ, Tatakko, #0852, https://archives.bulbagarden.net/wiki/Category:Clobbopus, Fighting, None, Limber, None, Technician, 50, 68, 60, 50, 50, 32, 
Grapploct, Jujitsu Pokémon, オトスパス, Otosupus, #0853, https://archives.bulbagarden.net/wiki/Category:Grapploct, Fighting, None, Limber, None, Technician, 80, 118, 90, 70, 80, 42, 
Sinistea, Black Tea Pokémon, ヤバチャ, Yabacha, #0854, https://archives.bulbagarden.net/wiki/Category:Sinistea, Ghost, None, Weak Armor, None, Cursed Body, 40, 45, 45, 74, 54, 50, 
Polteageist, Black Tea Pokémon, ポットデス, Potdeath, #0855, https://archives.bulbagarden.net/wiki/Category:Polteageist, Ghost, None, Weak Armor, None, Cursed Body, 60, 65, 65, 134, 114, 70, 
Hatenna, Calm Pokémon, ミブリム, Mibrim, #0856, https://archives.bulbagarden.net/wiki/Category:Hatenna, Psychic, None, Healer, Anticipation, Magic Bounce, 42, 30, 45, 56, 53, 39, 
Hattrem, Serene Pokémon, テブリム, Tebrim, #0857, https://archives.bulbagarden.net/wiki/Category:Hattrem, Psychic, None, Healer, Anticipation, Magic Bounce, 57, 40, 65, 86, 73, 49, 
Hatterene, Silent Pokémon, ブリムオン, Brimuon, #0858, https://archives.bulbagarden.net/wiki/Category:Hatterene, Psychic, Fairy, Healer, Anticipation, Magic Bounce, 57, 90, 95, 136, 103, 29, 
Impidimp, Wily Pokémon, ベロバー, Beroba, #0859, https://archives.bulbagarden.net/wiki/Category:Impidimp, Dark, Fairy, Prankster, Frisk, Pickpocket, 45, 45, 30, 55, 40, 50, 
Morgrem, Devious Pokémon, ギモー, Gimoh, #0860, https://archives.bulbagarden.net/wiki/Category:Morgrem, Dark, Fairy, Prankster, Frisk, Pickpocket, 65, 60, 45, 75, 55, 70, 
Grimmsnarl, Bulk Up Pokémon, オーロンゲ, Ohlonge, #0861, https://archives.bulbagarden.net/wiki/Category:Grimmsnarl, Dark, Fairy, Prankster, Frisk, Pickpocket, 95, 120, 65, 95, 75, 60, 
Obstagoon, Blocking Pokémon, タチフサグマ, Tachifusaguma, #0862, https://archives.bulbagarden.net/wiki/Category:Obstagoon, Dark, Normal, Reckless, Guts, Defiant, 93, 90, 101, 60, 81, 95, 
Perrserker, Viking Pokémon, ニャイキング, Nyaiking, #0863, https://archives.bulbagarden.net/wiki/Category:Perrserker, Steel, None, Battle Armor, Tough Claws, Steely Spirit, 70, 110, 100, 50, 60, 50, 
Cursola, Coral Pokémon, サニゴーン, Sunigoon, #0864, https://archives.bulbagarden.net/wiki/Category:Cursola, Ghost, None, Weak Armor, None, Perish Body, 60, 95, 50, 145, 130, 30, 
Sirfetch'd, Wild Duck Pokémon, ネギガナイト, Negigaknight, #0865, https://archives.bulbagarden.net/wiki/Category:Sirfetch%27d, Fighting, None, Steadfast, None, Scrappy, 62, 135, 95, 68, 82, 65, 
Mr. Rime, Comedian Pokémon, バリコオル, Barrikohru, #0866, https://archives.bulbagarden.net/wiki/Category:Mr._Rime, Ice, Psychic, Tangled Feet, Screen Cleaner, Ice Body, 80, 85, 75, 110, 100, 70, 
Runerigus, Grudge Pokémon, デスバーン, Deathbarn, #0867, https://archives.bulbagarden.net/wiki/Category:Runerigus, Ground, Ghost, Wandering Spirit, None, None, 58, 95, 145, 50, 105, 30, 
Milcery, Cream Pokémon, マホミル, Mahomil, #0868, https://archives.bulbagarden.net/wiki/Category:Milcery, Fairy, None, Sweet Veil, None, Aroma Veil, 45, 40, 40, 50, 61, 34, 
Alcremie, Cream Pokémon, マホイップ, Mawhip, #0869, https://archives.bulbagarden.net/wiki/Category:Alcremie, Fairy, None, Sweet Veil, None, Aroma Veil, 65, 60, 75, 110, 121, 64, 
Falinks, Formation Pokémon, タイレーツ, Tairetsu, #0870, https://archives.bulbagarden.net/wiki/Category:Falinks, Fighting, None, Battle Armor, None, Defiant, 65, 100, 100, 70, 60, 75, 
Pincurchin, Sea Urchin Pokémon, バチンウニ, Bachinuni, #0871, https://archives.bulbagarden.net/wiki/Category:Pincurchin, Electric, None, Lightning Rod, None, Electric Surge, 48, 101, 95, 91, 85, 15, 
Snom, Worm Pokémon, ユキハミ, Yukihami, #0872, https://archives.bulbagarden.net/wiki/Category:Snom, Ice, Bug, Shield Dust, None, Ice Scales, 30, 25, 35, 45, 30, 20, 
Frosmoth, Frost Moth Pokémon, モスノウ, Mothnow, #0873, https://archives.bulbagarden.net/wiki/Category:Frosmoth, Ice, Bug, Shield Dust, None, Ice Scales, 70, 65, 60, 125, 90, 65, 
Stonjourner, Big Rock Pokémon, イシヘンジン, Ishihengin, #0874, https://archives.bulbagarden.net/wiki/Category:Stonjourner, Rock, None, Power Spot, None, None, 100, 125, 135, 20, 20, 70, 
Eiscue, Penguin Pokémon, コオリッポ, Korippo, #0875, https://archives.bulbagarden.net/wiki/Category:Eiscue, Ice, None, Ice Face, None, None, 75, 80, 110, 65, 90, 50, 
Indeedee, Emotion Pokémon, イエッサン, Yessan, #0876, https://archives.bulbagarden.net/wiki/Category:Indeedee, Psychic, Normal, Inner Focus, Synchronize, Psychic Surge, 60, 65, 55, 105, 95, 95, 
Morpeko, Two-Sided Pokémon, モルペコ, Morpeko, #0877, https://archives.bulbagarden.net/wiki/Category:Morpeko, Electric, Dark, Hunger Switch, None, None, 58, 95, 58, 70, 58, 97, 
Cufant, Copperderm Pokémon, ゾウドウ, Zoudou, #0878, https://archives.bulbagarden.net/wiki/Category:Cufant, Steel, None, Sheer Force, None, Heavy Metal, 72, 80, 49, 40, 49, 40, 
Copperajah, Copperderm Pokémon, ダイオウドウ, Daioudou, #0879, https://archives.bulbagarden.net/wiki/Category:Copperajah, Steel, None, Sheer Force, None, Heavy Metal, 122, 130, 69, 80, 69, 30, 
Dracozolt, Fossil Pokémon, パッチラゴン, Patchiragon, #0880, https://archives.bulbagarden.net/wiki/Category:Dracozolt, Electric, Dragon, Volt Absorb, Hustle, Sand Rush, 90, 100, 90, 80, 70, 75, 
Arctozolt, Fossil Pokémon, パッチルドン, Patchilldon, #0881, https://archives.bulbagarden.net/wiki/Category:Arctozolt, Electric, Ice, Volt Absorb, Static, Slush Rush, 90, 100, 90, 90, 80, 55, 
Dracovish, Fossil Pokémon, ウオノラゴン, Uonoragon, #0882, https://archives.bulbagarden.net/wiki/Category:Dracovish, Water, Dragon, Water Absorb, Strong Jaw, Sand Rush, 90, 90, 100, 70, 80, 75, 
Arctovish, Fossil Pokémon, ウオチルドン, Uochilldon, #0883, https://archives.bulbagarden.net/wiki/Category:Arctovish, Water, Ice, Water Absorb, Ice Body, Slush Rush, 90, 90, 100, 80, 90, 55, 
Duraludon, Alloy Pokémon, ジュラルドン, Duraludon, #0884, https://archives.bulbagarden.net/wiki/Category:Duraludon, Steel, Dragon, Light Metal, Heavy Metal, Stalwart, 70, 95, 115, 120, 50, 85, 
Dreepy, Lingering Pokémon, ドラメシヤ, Dorameshiya, #0885, https://archives.bulbagarden.net/wiki/Category:Dreepy, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 28, 60, 30, 40, 30, 82, 
Drakloak, Caretaker Pokémon, ドロンチ, Doronch, #0886, https://archives.bulbagarden.net/wiki/Category:Drakloak, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 68, 80, 50, 60, 50, 102, 
Dragapult, Stealth Pokémon, ドラパルト, Dorapult, #0887, https://archives.bulbagarden.net/wiki/Category:Dragapult, Dragon, Ghost, Clear Body, Infiltrator, Cursed Body, 88, 120, 75, 100, 75, 142, 
Zacian, Warrior Pokémon, ザシアン, Zacian, #0888, https://archives.bulbagarden.net/wiki/Category:Zacian, Fairy, None, Intrepid Sword, None, None, 92, 120, 115, 80, 115, 138, 
Zamazenta, Warrior Pokémon, ザマゼンタ, Zamazenta, #0889, https://archives.bulbagarden.net/wiki/Category:Zamazenta, Fighting, None, Dauntless Shield, None, None, 92, 120, 115, 80, 115, 138, 
Eternatus, Gigantic Pokémon, ムゲンダイナ, Mugendina, #0890, https://archives.bulbagarden.net/wiki/Category:Eternatus, Poison, Dragon, Pressure, None, None, 140, 85, 95, 145, 95, 130, 
Kubfu, Wushu Pokémon, ダクマ, Dakuma, #0891, https://archives.bulbagarden.net/wiki/Category:Kubfu, Fighting, None, Inner Focus, None, None, 60, 90, 60, 53, 50, 72, 
Urshifu, Wushu Pokémon, ウーラオス, Wulaosu, #0892, https://archives.bulbagarden.net/wiki/Category:Urshifu, Fighting, Dark, Unseen Fist, None, None, 100, 130, 100, 63, 60, 97, 
Zarude, Rogue Monkey Pokémon, ザルード, Zarude, #0893, https://archives.bulbagarden.net/wiki/Category:Zarude, Dark, Grass, Leaf Guard, None, None, 105, 120, 105, 70, 95, 105, 
Regieleki, Electron Pokémon, レジエレキ, Regieleki, #0894, https://archives.bulbagarden.net/wiki/Category:Regieleki, Electric, None, Transistor, None, None, 80, 100, 50, 100, 50, 200, 
Regidrago, Dragon Orb Pokémon, レジドラゴ, Regidorago, #0895, https://archives.bulbagarden.net/wiki/Category:Regidrago, Dragon, None, Dragon's Maw, None, None, 200, 100, 50, 100, 50, 80, 
Glastrier, Wild Horse Pokémon, ブリザポス, Blizzapos, #0896, https://archives.bulbagarden.net/wiki/Category:Glastrier, Ice, None, Chilling Neigh, None, None, 100, 145, 130, 65, 110, 30, 
Spectrier, Swift Horse Pokémon, レイスポス, Wraithpos, #0897, https://archives.bulbagarden.net/wiki/Category:Spectrier, Ghost, None, Grim Neigh, None, None, 100, 65, 60, 145, 80, 130, 
Calyrex,  Pokémon, バドレックス, Budrex, #0898, https://archives.bulbagarden.net/wiki/Category:Calyrex, Psychic, Grass, Unnerve, None, None, 100, 80, 80, 80, 80, 80, 
Wyrdeer, Big Horn Pokémon, アヤシシ, Ayashishi, #0899, https://archives.bulbagarden.net/wiki/Category:Wyrdeer, Normal, Psychic, Intimidate, Frisk, Sap Sipper, 103, 105, 72, 105, 75, 65, 
Kleavor, Axe Pokémon, バサギリ, Basagiri, #0900, https://archives.bulbagarden.net/wiki/Category:Kleavor, Bug, Rock, Swarm, Sheer Force, Sharpness, 70, 130, 95, 45, 75, 85, 
Ursaluna, Peat Pokémon, ガチグマ, Gachiguma, #0901, https://archives.bulbagarden.net/wiki/Category:Ursaluna, Ground, Normal, Guts, Bulletproof, Unnerve, 130, 140, 105, 45, 80, 50, 
Basculegion, Big Fish Pokémon, イダイトウ, Idaitou, #0902, https://archives.bulbagarden.net/wiki/Category:Basculegion, Water, Ghost, Swift Swim, Adaptability, Mold Breaker, 120, 112, 65, 80, 75, 78, 
Sneasler, Free Climb Pokémon, オオニューラ, Ohnyula, #0903, https://archives.bulbagarden.net/wiki/Category:Sneasler, Fighting, Poison, Pressure, Unburden, Poison Touch, 80, 130, 60, 40, 80, 120, 
Overqwil, Pin Cluster Pokémon, ハリーマン, Haryman, #0904, https://archives.bulbagarden.net/wiki/Category:Overqwil, Dark, Poison, Poison Point, Swift Swim, Intimidate, 85, 115, 95, 65, 65, 85, 
Enamorus, Love-Hate Pokémon, ラブトロス, Lovetolos, #0905, https://archives.bulbagarden.net/wiki/Category:Enamorus, Fairy, Flying, Cute Charm, None, Contrary, 74, 115, 70, 135, 80, 106, 
Sprigatito, Grass Cat Pokémon, ニャオハ, Nyahoja, #0906, https://archives.bulbagarden.net/wiki/Category:Sprigatito, Grass, None, Overgrow, None, Protean, 40, 61, 54, 45, 45, 65, 
Floragato, Grass Cat Pokémon, ニャローテ, Nyarote, #0907, https://archives.bulbagarden.net/wiki/Category:Floragato, Grass, None, Overgrow, None, Protean, 61, 80, 63, 60, 63, 83, 
Meowscarada, Magician Pokémon, マスカーニャ, Masquernya, #0908, https://archives.bulbagarden.net/wiki/Category:Meowscarada, Grass, Dark, Overgrow, None, Protean, 76, 110, 70, 81, 70, 123, 
Fuecoco, Fire Croc Pokémon, ホゲータ, Hogator, #0909, https://archives.bulbagarden.net/wiki/Category:Fuecoco, Fire, None, Blaze, None, Unaware, 67, 45, 59, 63, 40, 36, 
Crocalor, Fire Croc Pokémon, アチゲータ, Achigator, #0910, https://archives.bulbagarden.net/wiki/Category:Crocalor, Fire, None, Blaze, None, Unaware, 81, 55, 78, 90, 58, 49, 
Skeledirge, Singer Pokémon, ラウドボーン, Laudbon, #0911, https://archives.bulbagarden.net/wiki/Category:Skeledirge, Fire, Ghost, Blaze, None, Unaware, 104, 75, 100, 110, 75, 66, 
Quaxly, Duckling Pokémon, クワッス, Kuwassu, #0912, https://archives.bulbagarden.net/wiki/Category:Quaxly, Water, None, Torrent, None, Moxie, 55, 65, 45, 50, 45, 50, 
Quaxwell, Practicing Pokémon, ウェルカモ, Welkamo, #0913, https://archives.bulbagarden.net/wiki/Category:Quaxwell, Water, None, Torrent, None, Moxie, 70, 85, 65, 65, 60, 65, 
Quaquaval, Dancer Pokémon, ウェーニバル, Wanival, #0914, https://archives.bulbagarden.net/wiki/Category:Quaquaval, Water, Fighting, Torrent, None, Moxie, 85, 120, 80, 85, 75, 85, 
Lechonk, Hog Pokémon, グルトン, Gourton, #0915, https://archives.bulbagarden.net/wiki/Category:Lechonk, Normal, None, Aroma Veil, Gluttony, Thick Fat, 54, 45, 40, 35, 45, 35, 
Oinkologne, Hog Pokémon, パフュートン, Perfuton, #0916, https://archives.bulbagarden.net/wiki/Category:Oinkologne, Normal, None, Lingering Aroma, Gluttony, Thick Fat, 110, 100, 75, 59, 80, 65, 
Tarountula, String Ball Pokémon, タマンチュラ, Tamantula, #0917, https://archives.bulbagarden.net/wiki/Category:Tarountula, Bug, None, Insomnia, None, Stakeout, 35, 41, 45, 29, 40, 20, 
Spidops, Trap Pokémon, ワナイダー, Wanaider, #0918, https://archives.bulbagarden.net/wiki/Category:Spidops, Bug, None, Insomnia, None, Stakeout, 60, 79, 92, 52, 86, 35, 
Nymble, Grasshopper Pokémon, マメバッタ, Mamebatta, #0919, https://archives.bulbagarden.net/wiki/Category:Nymble, Bug, None, Swarm, None, Tinted Lens, 33, 46, 40, 21, 25, 45, 
Lokix, Grasshopper Pokémon, エクスレッグ, Exleg, #0920, https://archives.bulbagarden.net/wiki/Category:Lokix, Bug, Dark, Swarm, None, Tinted Lens, 71, 102, 78, 52, 55, 92, 
Pawmi, Mouse Pokémon, パモ, Pamo, #0921, https://archives.bulbagarden.net/wiki/Category:Pawmi, Electric, None, Static, Natural Cure, Iron Fist, 45, 50, 20, 40, 25, 60, 
Pawmo, Mouse Pokémon, パモット, Pamot, #0922, https://archives.bulbagarden.net/wiki/Category:Pawmo, Electric, Fighting, Volt Absorb, Natural Cure, Iron Fist, 60, 75, 40, 50, 40, 85, 
Pawmot, Hands-On Pokémon, パーモット, Parmot, #0923, https://archives.bulbagarden.net/wiki/Category:Pawmot, Electric, Fighting, Volt Absorb, Natural Cure, Iron Fist, 70, 115, 70, 70, 60, 105, 
